,Song_Name,Artist,Length,Bpm,Key,Loudness,Popularity,Energy,Speechiness,Danceability,Positiveness,Liveness,Instrumentalness,Release_Date,Country_Code
13299,Muddy Waters,City Blues Connection,04:36,110,B Minor,-9.32db,17%,68%,5%,79%,77%,13%,0%,30th September 2019,DEUH11900406
13300,listen before i go,Billie Eilish,04:02,80,C Major,-23.02db,78%,6%,5%,32%,8%,39%,0%,29th March 2019,USUM71900772
13301,I Believe I’Ll Dust My Broom,City Blues Connection,04:18,153,C Major,-10.71db,17%,37%,3%,46%,64%,10%,41%,30th September 2019,DEUH11900418
13302,One Thing Right,"Marshmello, Kane Brown",03:01,88,E Major,-2.25db,77%,63%,5%,66%,44%,58%,0%,21st June 2019,US6XF1800275
13303,I’m Ready,City Blues Connection,03:45,131,A Minor,-8.55db,17%,58%,4%,61%,96%,20%,0%,30th September 2019,DEUH11900420
13304,ORANGE SODA,Baby Keem,02:09,85,C# Major,-7.82db,77%,56%,24%,83%,11%,13%,0%,19th July 2019,QM6N21900076
13305,Same Thing,City Blues Connection,04:59,180,E Minor,-8.34db,17%,66%,4%,32%,36%,15%,0%,30th September 2019,DEUH11900422
13306,Lover,Taylor Swift,03:41,69,G Major,-7.58db,77%,54%,9%,36%,45%,12%,0%,23rd August 2019,USUG11901473
13307,Miniskirt,City Blues Connection,02:00,158,D Major,-8.73db,17%,82%,12%,33%,72%,16%,0%,30th September 2019,DEUH11900430
13308,Señorita,"Shawn Mendes, Camila Cabello",03:10,117,A Minor,-6.05db,80%,55%,3%,76%,75%,8%,0%,19th June 2019,USUM71911283
13309,Help Me,City Blues Connection,03:36,139,C Major,-8.89db,17%,67%,4%,55%,95%,17%,0%,30th September 2019,DEUH11900419
13310,Personify,L.A.B.,04:23,126,E Minor,-6.82db,46%,69%,3%,66%,19%,6%,29%,6th December 2019,NZLP01900455
13311,Keep Movin’,City Blues Connection,02:18,129,A Major,-7.86db,17%,79%,3%,52%,34%,33%,46%,30th September 2019,DEUH11900421
13312,Half A Man,Dean Lewis,02:59,78,C Major,-11.58db,75%,20%,5%,51%,34%,14%,0%,22nd March 2019,AUUM71800258
13313,I Ll Sing the Blues for You (1982 Version),City Blues Connection,02:58,112,F# Major,-9.45db,17%,42%,12%,61%,36%,22%,1%,30th September 2019,DEUH11900417
13314,BOSS,Day1,02:19,101,C# Minor,-6.59db,60%,59%,82%,77%,73%,9%,0%,15th November 2019,AUWA01900734
13315,Nanna,City Blues Connection,02:37,140,D Major,-10.27db,17%,38%,10%,53%,54%,22%,38%,30th September 2019,DEUH11900415
13316,Iko Iko (My Bestie),"Justin Wellington, Small Jam",03:02,105,F Major,-5.36db,85%,75%,6%,86%,83%,8%,0%,3rd June 2019,QZFYX1950028
13317,I Do Not Play No Rock ’N’ Roll,City Blues Connection,02:28,145,G Major,-7.49db,17%,85%,5%,56%,71%,33%,0%,30th September 2019,DEUH11900423
13318,bury a friend,Billie Eilish,03:13,120,G# Major,-14.51db,79%,39%,33%,91%,20%,11%,16%,29th March 2019,USUM71900770
13319,No Dancers - Adam Port Remix,"Cubicolor, Adam Port",04:55,120,B Minor,-8.75db,7%,87%,5%,74%,12%,12%,67%,18th December 2019,GBEWA1904173
13320,Don't Give Up On Me -,Andy Grammer,03:16,113,C Minor,-5.45db,78%,54%,3%,64%,7%,11%,0%,26th July 2019,QMRSZ1802908
13321,Far (Mixed) - Fisherman Festival Mix,"Markus Schulz, Lachi, Fisherman",00:51,130,G Major,-7.47db,21%,92%,33%,53%,58%,82%,0%,13th December 2019,NLF711912891
13322,Chosen 1,Polo G,02:07,166,G# Minor,-11.85db,76%,58%,34%,77%,36%,8%,0%,7th June 2019,USQX91901174
13323,Cabin Fever (Mixed) - Orjan Nilsen Club Mix,"Orjan Nilsen, Dennis Sheperd, Nifra, Estiva",00:59,130,G Major,-8.84db,20%,86%,17%,68%,70%,23%,0%,13th December 2019,NLF711912904
13324,Running,L.A.B.,03:43,146,G# Minor,-7.95db,53%,62%,12%,87%,82%,12%,0%,6th December 2019,NZLP01900494
13325,See The End (Mixed),"Above & Beyond, Seven Lions, Opposite the Other",01:13,130,G Major,-10.3db,21%,89%,11%,47%,37%,21%,0%,13th December 2019,NLF711912900
13326,How Do You Sleep?,Sam Smith,03:22,111,C# Minor,-4.93db,78%,68%,9%,48%,35%,8%,0%,19th July 2019,GBUM71902381
13327,Aria (Mixed),"Maor Levi, OTIOT",00:59,130,C Minor,-8.73db,21%,93%,4%,45%,52%,35%,96%,13th December 2019,NLF711912897
13328,Let Me Know (I Wonder Why Freestyle),Juice WRLD,03:35,125,G Minor,-7.9db,77%,54%,8%,64%,38%,42%,0%,7th December 2019,USUG11903494
13329,U (Mixed),"Omnia, Whiteout",00:59,130,G# Minor,-7.31db,22%,85%,4%,44%,54%,16%,85%,13th December 2019,NLF711912885
13330,Heart On Ice,Rod Wave,02:39,158,A# Minor,-8.47db,74%,39%,7%,73%,24%,14%,0%,14th June 2019,USUYG1257043
13331,Outlaw (Mixed),Fatum,00:59,130,B Minor,-8.02db,20%,93%,4%,43%,59%,38%,65%,13th December 2019,NLF711912898
13332,Teeth,5 Seconds of Summer,03:24,139,A# Minor,-2.96db,79%,46%,4%,75%,42%,7%,0%,23rd August 2019,USUG11902528
13333,I Need Love (Mixed),"Markus Schulz, BT",00:44,130,E Minor,-9.53db,20%,58%,29%,54%,54%,37%,0%,13th December 2019,NLF711912905
13334,Beautiful People,"Ed Sheeran, Khalid",03:17,93,F Minor,-8.11db,76%,65%,19%,64%,55%,8%,0%,12th July 2019,GBAHS1900885
13335,Tambores (Mixed) - Blastoyz Remix,"Andrew Rayel, Graham Bell, Blastoyz",00:52,138,F Major,-6.73db,16%,98%,6%,61%,91%,32%,90%,13th December 2019,NLF711912967
13336,Ruthless (Nice Guys Always Finish Last),MarMar Oso,03:53,86,F Major,-15.47db,76%,27%,5%,72%,87%,8%,0%,14th August 2019,USUYG1265236
13337,Song I Sing (Mixed),"Armin van Buuren, HALIENE",01:44,130,A Minor,-8.15db,21%,87%,12%,56%,40%,44%,0%,13th December 2019,NLF711912903
13338,Painkiller,Ruel,03:33,129,F Major,-6.51db,74%,42%,5%,68%,47%,23%,0%,13th September 2019,USRC11900839
13339,Come With Me (Mixed),Cosmic Gate,00:59,130,A# Major,-8.81db,20%,93%,5%,47%,36%,21%,15%,13th December 2019,NLF711912899
13340,Find an Island,BENEE,03:12,82,D Minor,-3.79db,63%,68%,4%,84%,85%,7%,0%,15th November 2019,USUM71920462
13341,Panama (Mixed),Giuseppe Ottaviani,01:23,138,F# Minor,-12.18db,18%,98%,8%,33%,20%,18%,85%,13th December 2019,NLF711912939
13342,Knock Knock,SoFaygo,02:19,84,C# Minor,-6.43db,72%,62%,11%,60%,64%,34%,0%,4th August 2019,QZFZ61900487
13343,Need To Feel Loved (Mixed),"Cosmic Gate, Forêt",01:13,130,G Major,-9.04db,21%,91%,6%,48%,85%,33%,1%,13th December 2019,NLF711912895
13344,Watermelon Sugar,Harry Styles,02:54,95,C Major,-4.21db,75%,82%,5%,55%,56%,34%,0%,17th November 2019,USSM11912587
13345,Sequence (Mixed),Estiva,00:59,130,G Major,-9.76db,20%,96%,8%,54%,24%,11%,77%,13th December 2019,NLF711912896
13346,emotions,iann dior,02:11,81,A Major,-6.21db,77%,63%,4%,63%,16%,14%,0%,22nd May 2019,QMEU31903781
13347,Magic Fly (Mixed),Roman Messer,00:59,130,G Minor,-8.3db,21%,98%,6%,41%,59%,13%,92%,13th December 2019,NLF711912893
13348,Tell Em I'm Doing Eetswa,Hooligan Hefs,02:31,130,B Major,-2.83db,61%,92%,18%,91%,79%,26%,0%,12th December 2019,AUBEC1935341
13349,My Spine Is Tingling (Mixed),"Will Sparks, Luciana",01:12,132,E Minor,-8.79db,19%,81%,5%,61%,33%,29%,11%,13th December 2019,NLF711912932
13350,Rescue Me,OneRepublic,02:38,121,G Major,-7.74db,77%,61%,4%,76%,64%,69%,0%,17th May 2019,USUM71907507
13351,Take Everything (Mixed) - STANDERWICK Remix,"Gareth Emery, Emma Hewitt, STANDERWICK",01:10,136,F# Major,-9.58db,18%,78%,4%,40%,66%,54%,0%,13th December 2019,NLF711912943
13352,Venom,Little Simz,02:34,140,G Major,-8.15db,78%,66%,16%,44%,52%,39%,0%,1st March 2019,GBWWP1804476
13353,Stickup (Mixed) - Maarten de Jong Remix,"Armin van Buuren, Maarten de Jong",02:08,138,D Major,-10.61db,22%,76%,6%,53%,6%,34%,33%,13th December 2019,NLF711912984
13354,"break up with your girlfriend, i'm bored",Ariana Grande,03:10,170,F Minor,-5.29db,78%,55%,9%,73%,34%,11%,0%,8th February 2019,USUM71900409
13355,1000 Years,Bingo Players,02:44,126,G Minor,-4.65db,13%,74%,4%,67%,25%,11%,0%,22nd November 2019,NLXV51300197
13356,Love Me,Lil Tecca,01:57,102,B Minor,-6.9db,77%,54%,28%,72%,80%,14%,0%,30th August 2019,SE6A91812468
13357,King,Years & Years,03:35,120,B Minor,-4.15db,15%,86%,4%,56%,43%,38%,0%,21st June 2019,GBUM71406892
13358,you should see me in a crown,Billie Eilish,03:00,150,E Major,-10.49db,79%,53%,19%,68%,32%,14%,22%,29th March 2019,USUM71810049
13359,Hear You Now - Graham Bell 2019 Remix,"DJ Hooligan, Graham Bell",03:02,128,D# Minor,-5.22db,8%,78%,4%,48%,15%,9%,1%,13th December 2019,NLD681902660
13360,Juice,Lizzo,03:15,120,G Major,-2.99db,77%,89%,10%,77%,84%,40%,0%,19th April 2019,USAT21813044
13361,1000 Years - Brown Sneakers Remix,"Hatiras, Brown Sneakers",05:34,124,E Minor,-6.27db,8%,88%,15%,82%,42%,4%,17%,18th October 2019,HRA5C1800145
13362,Illuminate - Sub Focus & Wilkinson,"Sub Focus, Wilkinson",02:59,174,F Minor,-3.88db,55%,93%,5%,45%,14%,28%,23%,13th September 2019,GB5KW1903248
13363,A.D.D.A. (Mixed),"Artento Divini, Davey Asprey",00:48,138,F# Major,-10.21db,16%,92%,4%,45%,51%,42%,95%,13th December 2019,NLF711912961
13364,Love Your Ways,Salmonella Dub,05:04,175,C# Major,-9.53db,46%,62%,12%,61%,57%,25%,1%,20th October 2019,TCAEO1918989
13365,Ave Maria (Mixed),"Markus Schulz, HALIENE",01:00,138,F# Major,-12.04db,16%,67%,7%,50%,61%,50%,90%,13th December 2019,NLF711912960
13366,Suicidal,YNW Melly,03:42,140,A Minor,-9.68db,77%,37%,7%,74%,24%,13%,0%,22nd November 2019,QMCE31902585
13367,Chrome (Mixed),Sean Tyas,00:55,138,B Minor,-8.03db,17%,100%,8%,29%,46%,28%,93%,13th December 2019,NLF711912952
13368,Be Alright,Dean Lewis,03:16,126,B Major,-7.6db,75%,54%,3%,55%,49%,8%,0%,22nd March 2019,AUUM71800255
13369,Eternity (Mixed),"Roman Messer, Davey Asprey",00:31,138,C# Major,-9.11db,16%,98%,10%,42%,80%,62%,99%,13th December 2019,NLF711912966
13370,ME!,"Taylor Swift, Brendon Urie, Panic! At The Disco",03:13,182,C Major,-4.11db,78%,83%,6%,61%,73%,12%,0%,23rd August 2019,USUG11901494
13371,The City Sleeps Tonight (Mixed),Ben Gold,00:49,135,F# Minor,-9.77db,18%,91%,15%,52%,33%,34%,0%,13th December 2019,NLF711912937
13372,Siren,Sub Focus,04:16,174,F Minor,0.92db,53%,99%,6%,49%,24%,22%,68%,26th July 2019,GBUM71903763
13373,Wait 4 It (Mixed),Orjan Nilsen,00:44,130,F Minor,-7db,20%,91%,5%,48%,24%,80%,0%,13th December 2019,NLF711912912
13374,Phone Numbers,"Dominic Fike, Kenny Beats",02:26,85,C# Minor,-6.39db,73%,54%,21%,88%,78%,8%,0%,4th July 2019,USQX91901664
13375,Dancing In The Rain (Mixed),"FUTURECODE, Roxanne Emery",01:28,130,C Minor,-7.75db,20%,89%,4%,56%,59%,37%,0%,13th December 2019,NLF711912920
13376,Bacc Seat,"Ty Dolla $ign, Roddy Ricch",02:52,145,C# Major,-6.83db,72%,52%,12%,78%,15%,9%,0%,6th December 2019,USAT21906986
13377,Caffeine (Mixed),"Maarten de Jong, Allen Watts",01:11,135,C# Minor,-10.45db,18%,94%,4%,36%,76%,38%,63%,13th December 2019,NLF711912938
13378,Castles,Freya Ridings,03:31,117,E Major,-4.87db,66%,75%,8%,67%,43%,6%,0%,19th July 2019,UK8E21802002
13379,Save You (Mixed),"Richard Durand, Christina Novelli",01:33,138,G# Major,-8.04db,17%,78%,4%,46%,45%,12%,78%,13th December 2019,NLF711912964
13380,Breathe,SIX60,03:35,196,D Major,-5.73db,38%,79%,5%,51%,22%,12%,0%,8th November 2019,USSM11912564
13381,La Résistance De L'Amour (Mixed),"Armin van Buuren, Shapov",01:13,130,D Major,-8.62db,21%,94%,4%,48%,17%,37%,91%,13th December 2019,NLF711912894
13382,Lalala,"Y2K, bbno$",02:40,130,D Major,-7.9db,78%,39%,8%,84%,50%,14%,0%,28th June 2019,USSM11904230
13383,Dust (Mixed),"Jase Thirlwall, Victoriya",01:37,138,G Major,-10.18db,17%,94%,11%,44%,32%,32%,43%,13th December 2019,NLF711912956
13384,Where's My Love,SYML,03:22,104,C Minor,-10.02db,77%,36%,3%,61%,37%,11%,2%,3rd May 2019,CAN111700009
13385,Wild Horses - Live 2019,The Dark Tenor,03:31,135,E Minor,-2.29db,12%,73%,5%,53%,28%,96%,0%,11th October 2019,DEPU31904840
13386,Forest Rain,Rain Recordings,02:50,172,D# Minor,-16.54db,66%,100%,5%,8%,0%,85%,61%,6th September 2019,NLRD51952852
13387,The Hunger - Live 2019,The Dark Tenor,03:03,139,D Major,-2.27db,11%,94%,6%,52%,26%,30%,0%,11th October 2019,DEPU31904836
13388,All This Time,Drax Project,03:45,89,F# Minor,-5.99db,35%,61%,12%,52%,40%,15%,0%,27th September 2019,QMCE31902244
13389,In Between the Years - 2019 remaster,Ulrich Schnauss,03:52,93,D# Minor,-14.08db,15%,49%,6%,20%,3%,12%,96%,10th April 2020,GBKP41900032
13390,Motivation,Normani,03:13,171,E Major,-3.97db,73%,89%,10%,60%,88%,30%,0%,16th August 2019,USRC11901655
13391,Brace Yourself (IMPAQT 2019 Anthem),D-Block & S-te-Fan,04:25,153,F Minor,-2.56db,14%,94%,12%,41%,23%,35%,0%,3rd February 2020,NLH2L1900129
13392,Trampoline,"SHAED, ZAYN",03:04,127,G Minor,-5.78db,74%,46%,3%,62%,50%,14%,0%,26th September 2019,QZ47A1900210
13393,"Years - Live Session, Austin, TX, 2019","Sarah Shook & the Disarmers, Jam in the Van",03:34,141,C Major,-6.09db,11%,85%,4%,37%,79%,28%,0%,29th May 2019,QMEZE1949807
13394,I Don't Care,"Ed Sheeran, Justin Bieber",03:39,102,F# Major,-5.04db,76%,68%,4%,80%,84%,9%,0%,12th July 2019,GBAHS1900672
13395,"Symphony No. 9 in E Minor, Op. 95 ""From the New World"". 4. A...",The Dark Tenor,01:09,135,E Minor,-1.32db,13%,98%,8%,31%,56%,95%,90%,11th October 2019,DEPU31904841
13396,GATTI,"JACKBOYS, Pop Smoke, Travis Scott",03:01,143,D Major,-5.81db,78%,68%,34%,59%,47%,16%,0%,27th December 2019,USSM11915307
13397,Rock 'n' Roll Fantasy - 2019 Remaster,Bad Company,03:19,113,D Major,-6.21db,10%,70%,3%,60%,92%,11%,0%,19th July 2019,USRH11900368
13398,Suge,DaBaby,02:43,75,D Minor,-6.48db,78%,66%,43%,88%,84%,13%,0%,1st March 2019,USUM71902966
13399,Star Of The County Down - Live 2019,The Kelly Family,02:52,104,A Minor,-6.62db,16%,94%,7%,53%,57%,83%,0%,3rd April 2020,DEUM72000144
13400,Bad N Bouj,Hp Boyz,02:48,140,C# Major,-9.18db,53%,57%,28%,94%,70%,10%,0%,16th September 2019,QZHN41975147
13401,A Thousand Nights,Gregor Tresher,04:49,126,D Major,-9.13db,1%,75%,3%,61%,32%,18%,94%,19th July 2019,BEK011489818
13402,Boy With Luv,"BTS, Halsey",03:49,120,B Minor,-4.76db,84%,86%,10%,65%,80%,19%,0%,12th April 2019,QM6MZ1917908
13403,"Intro (The Thousand Year Door) - Live in der Columbiahalle Berlin, 09....",Von Wegen Lisbeth,02:28,160,A# Major,-20.39db,35%,33%,3%,41%,35%,30%,91%,22nd May 2020,DEE862000459
13404,My Type,Saweetie,02:06,105,D Major,-6.29db,75%,81%,26%,90%,59%,7%,0%,29th March 2019,USWB11900833
13405,Gravity (Mixed),"Space Corps, Karra",01:13,130,D Major,-8.18db,20%,51%,16%,67%,17%,40%,0%,13th December 2019,NLF711912906
13406,Giant,"Calvin Harris, Rag'n'Bone Man",03:49,122,C# Minor,-4.31db,77%,89%,4%,81%,61%,8%,0%,11th January 2019,GBARL1801703
13407,Near The End (Mixed),Chris Schweizer,01:09,138,D Major,-8.64db,17%,96%,17%,44%,23%,25%,98%,13th December 2019,NLF711912948
13408,The Greatest,SIX60,02:50,93,D Major,-5.72db,51%,62%,5%,62%,33%,14%,0%,26th July 2019,NZMI11900001
13409,Fiji (Mixed) - ReOrder Remix,"Atlantis, ReOrder",00:48,138,A# Minor,-8.73db,16%,98%,7%,54%,40%,11%,94%,13th December 2019,NLF711912958
13410,Lights Up,Harry Styles,02:52,102,A# Minor,-8.17db,78%,62%,3%,58%,27%,14%,0%,13th December 2019,USSM11910404
13411,I Won't Let You Fall (Mixed) - Uplifting Mix,"Aly & Fila, JES",01:08,140,C Major,-8.36db,17%,100%,6%,35%,78%,23%,64%,13th December 2019,NLF711912954
13412,Tampa,Cico P,02:56,77,G# Minor,-10.16db,80%,41%,49%,89%,74%,9%,0%,31st October 2019,TCAEM1965462
13413,I Love You (Mixed),"Key4050, Plumb",01:23,138,G Major,-7.54db,19%,100%,6%,51%,55%,27%,37%,13th December 2019,NLF711912951
13414,Can I Call You Tonight?,Dayglow,04:38,130,A Major,-7.27db,80%,84%,3%,64%,50%,42%,91%,14th November 2019,TCADL1825079
13415,Goodbye (Mixed),Maarten de Jong,01:24,136,B Minor,-11.13db,18%,97%,5%,50%,62%,12%,72%,13th December 2019,NLF711912945
13416,Fine Line,Harry Styles,06:17,121,D Major,-8.5db,77%,35%,3%,31%,5%,5%,0%,13th December 2019,USSM11912596
13417,Revolution (Mixed),"Armin van Buuren, Luke Bond, Karra",01:12,132,F# Major,-7.09db,19%,91%,5%,51%,34%,21%,4%,13th December 2019,NLF711912925
13418,Spot the Difference,ONEFOUR,03:37,150,G Major,-8.03db,59%,66%,37%,89%,72%,8%,0%,2nd June 2019,TCAEG1938401
13419,The Melody (Mixed),"NWYR, Andrew Rayel",00:59,130,A# Minor,-8.79db,19%,80%,43%,65%,67%,44%,11%,13th December 2019,NLF711912921
13420,Up All Night,Khalid,02:37,94,C# Major,-7.54db,73%,71%,5%,67%,67%,10%,0%,14th November 2019,USRC11903550
13421,Push Back (Mixed),Rub!k,00:35,136,F# Minor,-10.01db,17%,91%,14%,46%,61%,25%,96%,13th December 2019,NLF711912944
13422,Slide,"H.E.R., YG",03:58,97,A# Minor,-9.14db,73%,47%,34%,83%,20%,21%,0%,27th September 2019,USRC11902505
13423,Saving Angel (Mixed),"RAM, Stine Grove",01:23,137,F# Minor,-9.46db,18%,99%,12%,33%,35%,40%,55%,13th December 2019,NLF711912946
13424,Forever,Labrinth,03:22,80,E Minor,-7.78db,75%,46%,3%,56%,20%,11%,72%,4th October 2019,USQX91902499
13425,Lionheart (Mixed),"Gareth Emery, Ashley Wallbridge, PollyAnna",01:34,132,A Major,-9.99db,19%,85%,3%,51%,56%,23%,2%,13th December 2019,NLF711912936
13426,Bubble Gum,Clairo,02:55,104,A Major,-24.64db,78%,2%,12%,51%,23%,39%,0%,22nd February 2019,QMEZE1907824
13427,Let The Music Guide You (ASOT 950 Anthem) [Mixed],Armin van Buuren,01:11,135,B Minor,-8.41db,17%,97%,5%,45%,64%,12%,94%,13th December 2019,NLF711912941
13428,Old Town Road,Lil Nas X,01:53,136,C# Major,-6.11db,78%,53%,13%,91%,51%,10%,0%,21st June 2019,USSM11901941
13429,Arisen (Mixed) - Sean Tyas Remix,"Arksun, Sean Tyas",02:04,140,G Major,-9.57db,17%,99%,6%,25%,54%,22%,95%,13th December 2019,NLF711912959
13430,Under The Influence,Chris Brown,03:04,117,A Minor,-5.53db,69%,69%,4%,73%,31%,11%,0%,4th October 2019,USRC11902743
13431,All I Want (Mixed),"Ciaran McAuley, Clare Stagg",01:09,138,C# Major,-9.05db,17%,96%,16%,47%,21%,42%,32%,13th December 2019,NLF711912963
13432,Talk,"Khalid, Disclosure",03:17,136,C Major,-8.44db,73%,40%,12%,90%,34%,9%,0%,7th February 2019,USRC11900004
13433,There's Only You (Mixed) - Above & Beyond Club Mix,"Above & Beyond, Zoë Johnston",00:59,130,C# Major,-9.68db,20%,92%,8%,58%,86%,70%,10%,13th December 2019,NLF711912911
13434,Hate Me,"Ellie Goulding, Juice WRLD",03:06,75,G# Major,-4.63db,78%,77%,5%,66%,76%,14%,0%,26th June 2019,GBUM71902944
13435,Eukarya (Mixed),"Rodg, Matt Fax",00:44,130,C# Major,-9.12db,19%,92%,6%,54%,15%,39%,87%,13th December 2019,NLF711912908
13436,Feel the Love,"Rudimental, John Newman",04:05,180,C# Major,-6.85db,49%,71%,6%,39%,24%,69%,0%,8th March 2019,GBAHS1200174
13437,Whisper (Mixed),"MaRLo, HALIENE",01:32,135,G Major,-8.89db,19%,87%,21%,53%,27%,11%,0%,13th December 2019,NLF711912928
13438,Talk,"Khalid, Disclosure",03:17,136,C Major,-8.58db,75%,40%,13%,90%,35%,6%,0%,5th April 2019,USRC11900004
13439,Tranceland (Mixed),Giuseppe Ottaviani,00:41,138,F Major,-8.2db,15%,97%,6%,40%,84%,35%,98%,13th December 2019,NLF711912970
13440,Truth Hurts,Lizzo,02:53,158,E Minor,-3.05db,78%,62%,11%,72%,41%,12%,0%,3rd May 2019,USAT21703896
13441,Jetlag (Mixed) - Ben Gold & Allen Watts Remix,"DJ Kim, Ben Gold, Allen Watts",00:41,138,A Minor,-10.39db,25%,97%,9%,40%,38%,34%,89%,13th December 2019,NLF711912955
13442,Beer Never Broke My Heart,Luke Combs,03:06,77,C# Major,-4.48db,78%,86%,5%,54%,64%,9%,0%,8th November 2019,US6XF1700264
13443,"Parallels, Pt. 2 (Mixed)",Andrew Bayer,00:44,130,E Minor,-9.29db,20%,89%,8%,50%,4%,50%,80%,13th December 2019,NLF711912909
13444,boyfriend,"Ariana Grande, Social House",03:06,190,A# Minor,-3.73db,77%,80%,46%,40%,70%,16%,0%,2nd August 2019,USUG11902591
13445,Alpha Centauri (Mixed),"KhoMha, David Gravell",00:44,130,G# Major,-8.1db,19%,87%,5%,51%,75%,27%,99%,13th December 2019,NLF711912916
13446,Come Thru,"Summer Walker, Usher",03:01,152,F Minor,-3.09db,72%,73%,15%,68%,46%,11%,0%,4th October 2019,USUM71919105
13447,Turn It Up (Mixed),Armin van Buuren,01:09,138,G Major,-8.22db,16%,92%,4%,54%,26%,19%,75%,13th December 2019,NLF711912969
13448,Only Human,Jonas Brothers,03:03,94,C Major,-5.88db,75%,50%,7%,80%,87%,6%,0%,7th June 2019,USUG11901281
13449,Can You Hear The Sound (Mixed),"Scott Bond, Charlie Walker, Murica",00:41,138,C# Major,-8.72db,16%,96%,7%,45%,31%,17%,92%,13th December 2019,NLF711912950
13450,VIBEZ,DaBaby,02:24,154,C# Minor,-2.71db,77%,65%,31%,77%,78%,11%,0%,27th September 2019,USUM71919281
13451,The Night King (Mixed),Graham Bell,00:33,130,C# Major,-7.39db,19%,94%,5%,37%,83%,45%,99%,13th December 2019,NLF711912914
13452,The Man,Taylor Swift,03:10,110,C Major,-5.19db,76%,66%,5%,78%,63%,9%,0%,23rd August 2019,USUG11901474
13453,Take All Of Me (Mixed),"Andrew Rayel, HALIENE",01:20,132,F# Major,-8.18db,19%,82%,14%,64%,20%,50%,0%,13th December 2019,NLF711912926
13454,Time Machine,WILLOW,02:23,81,D# Major,-6.08db,74%,53%,4%,61%,41%,13%,0%,19th July 2019,QMJMT1902285
13455,Serenity (Mixed),"Roman Messer, Cari",01:23,138,C# Major,-7.91db,16%,98%,8%,41%,54%,76%,47%,13th December 2019,NLF711912971
13456,What You Did,"Mahalia, Ella Mai",03:26,125,C Minor,-4.91db,68%,51%,6%,73%,73%,29%,0%,6th September 2019,GBAHS1900863
13457,My Gravity (Mixed),"Allen Watts, Christina Novelli",01:10,136,C Major,-8.71db,17%,99%,6%,43%,52%,30%,20%,13th December 2019,NLF711912957
13458,If I Can't Have You,Shawn Mendes,03:10,124,D Major,-4.2db,77%,81%,6%,69%,86%,15%,0%,3rd May 2019,USUM71907349
13459,Allies (Mixed),"Davey Asprey, Beatsole",00:55,138,C# Minor,-10.84db,17%,100%,6%,40%,89%,35%,99%,13th December 2019,NLF711912940
13460,Summertime In Paris,"Jaden, WILLOW",04:30,91,A Major,-4.12db,76%,86%,4%,57%,29%,15%,0%,5th July 2019,QMJMT1902190
13461,A State Of Trance Year Mix 2019 (Mixed) - Outro: Class Dismissed,Armin van Buuren,00:55,87,F# Minor,-13.67db,11%,51%,95%,62%,45%,61%,0%,13th December 2019,NLF711912985
13462,Shoot on You,L.A.B.,03:24,95,B Minor,-6.26db,44%,47%,3%,68%,62%,11%,2%,6th December 2019,NZLP01900496
13463,Mr. Navigator (Mixed),"Armin van Buuren, Tempo Giusto",00:45,138,G Major,-8.76db,16%,81%,18%,80%,95%,43%,27%,13th December 2019,NLF711912968
13464,all the good girls go to hell,Billie Eilish,02:48,185,G# Minor,-8.92db,78%,44%,37%,73%,57%,18%,14%,29th March 2019,USUM71900766
13465,Through The Looking Glass (Mixed),John Askew,00:55,138,F# Minor,-8.51db,14%,99%,7%,48%,61%,18%,95%,13th December 2019,NLF711912981
13466,Falling Like The Stars,James Arthur,03:32,177,F# Major,-9.54db,75%,35%,4%,30%,19%,11%,0%,10th May 2019,DEE861901791
13467,All Of You (Mixed),"Assaf, Cassandra Grey",01:43,130,F Minor,-9.12db,19%,86%,4%,56%,87%,42%,1%,13th December 2019,NLF711912918
13468,Smart Love,Drax Project,02:37,130,C Major,-10.03db,47%,48%,8%,89%,74%,11%,0%,27th September 2019,QMCE31902442
13469,Space Journey (Mixed),MaRLo,01:04,132,D Major,-7.85db,18%,90%,36%,35%,36%,78%,93%,13th December 2019,NLF711912927
13470,Fly N Ghetto,Ayo & Teo,02:28,100,G Minor,-6.94db,76%,59%,12%,91%,41%,11%,0%,6th December 2019,QMRSZ1902564
13471,Rapture (Mixed),"Dave Neven, Triqz",00:43,132,G Major,-8.22db,18%,92%,4%,42%,57%,10%,90%,13th December 2019,NLF711912934
13472,Say No to Drugs,Marty Muke,00:53,75,C Major,-17.36db,42%,7%,9%,25%,56%,15%,83%,5th September 2019,AEA0Q1949703
13473,Galaxy (Mixed),"Paul van Dyk, Vini Vici",01:02,138,F# Major,-8.85db,17%,90%,4%,55%,70%,27%,64%,13th December 2019,NLF711912962
13474,The Bones - with Hozier,"Maren Morris, Hozier",03:17,77,B Minor,-6db,75%,60%,4%,56%,36%,10%,0%,4th October 2019,USG4X1900026
13475,We Are The Universe (Mixed),"Ilan Bluestone, EL Waves",01:21,130,B Major,-9.79db,19%,84%,5%,55%,41%,41%,0%,13th December 2019,NLF711912923
13476,Here With Me,"Marshmello, CHVRCHES",02:36,100,F Minor,-3.93db,76%,57%,4%,79%,18%,16%,0%,8th March 2019,USUG11900610
13477,The Journey (Mixed),"Shugz, Billy Gillies",01:09,138,G Major,-9.06db,16%,99%,7%,38%,31%,19%,93%,13th December 2019,NLF711912978
13478,Call You Mine,"The Chainsmokers, Bebe Rexha",03:37,104,E Minor,-5.6db,77%,70%,3%,59%,52%,34%,0%,6th December 2019,USQX91901124
